Descripcion,Codigo
TABLERO TD1,TEL
TD TIPICO TG-101,TEL
TD TIPICO TG-102,TEL
TD TIPICO TG-203,TEL
TD TIPICO TG-302,TEL
TD TIPICO TG-403,TEL
TD TIPICO TG-502,TEL
TD TIPICO TG-201,TEL
TD TIPICO TG-202,TEL
TD TIPICO TG-301,TEL
TD TIPICO TG-401,TEL
TD TIPICO TG-402,TEL
TD TIPICO TG-501,TEL
TD TIPICO TG-601,TEL
TD TIPICO TG-602,TEL
TD TIPICO TG-701,TEL
TD TIPICO TG-702,TEL
TD TIPICO TG-801,TEL
TD TIPICO TG-802,TEL
TD TIPICO TG-901,TEL
TD TIPICO TG-902,TEL
PLACA PARA TOMACORRIENTE DOBLE CON TOMA A TIERRA,SAL
PLACA PARA TOMACORRIENTE DOBLE A PRUEBA DE AGUA CON TOMA A TIERRA,SAL
PLACA PARA INTERRUPTOR UNIPOLAR SIMPLE DE 1 GOLPE,SAL
PLACA PARA INTERRUPTOR UNIPOLAR SIMPLE DE 2 GOLPES,SAL
PLACA PARA INTERRUPTOR UNIPOLAR SIMPLE DE 3 GOLPES,SAL
PLACA PARA INTERUPTOR SIMPLE CONMUTADO,SAL
PLACA PARA INTERUPTOR DOBLE CONMUTACION,SAL
COLOCACION DE PLACAS DE TOMACORRIENTES E INTERRUPTORES,SAL
"POZO DE TIERRA, SEGUN DETALLE  5 OHM- ASCENSORES ",SPT
"POZO DE TIERRA, SEGUN DETALLE 3.91 OHM- GENERAL",SPT
MALLA DE PUESTA TIERRA CON CU DESNUDO DE 50 MM2,SPT
CABLE (1X10MM2(T) -TUB 20MM Ø PVC-P)ASC,SPT
CABLE (1X10MM2(T) -TUB 20MM Ø PVC-P)SG,SPT
PRUEBAS ELECTRICAS,IEIM
CONEXION A BANCO DE MEDIDORES,IEIM
SALIDA PARA TELEFONO INTERNO,COM
SALIDA PARA TELEFONO EXTERNO,COM
SALIDA PARA TELEVISION (TV-CABLE),COM
SALIDA PARA WIFI,COM
SALIDA PARA INTERCOMUNICADOR PORTERO,COM
SALIDA PARA CHAPA  ELECTRICA,COM
SALIDA PARA CENTRAL DE CCTV,COM
SALIDA PARA CENTRAL DE INTERCOMUNICADORES ADOSADA (C.I),COM
"TUBOS PARA MONTANTES DE COMUNICACIONES (TELEFONO TV. INTER.,SCI)",COM
TUBO PVC P 20 mmØ M. TI,COM
TUBO PVC P 35 mmØ TE,COM
TUBO PVC P 35 mmØ TV,COM
TUBO PVC P 50 mmØ TV,COM
TUBO PVC P 50 mmØ TE,COM
CAJAS DE PASE,COM
CAJA FºGº DE PASO (200X200X150) E TI,COM
CAJA FºGº DE PASO (150X150X75) B TV,COM
CAJA FºGº DE PASO (150X150X75) B TE,COM
CAJA FºGº DE PASO (150X150X75) B TI,COM
"PLACAS DE TELEFONOS, TV ",COM
PLACA DE SALIDA PARA TELEFONO,COM
PLACA DE SALIDA PARA TV-CABLE,COM
EQUIPOS  DE INTERCOMUNICADORES,COM
COLOCACION DE PLACAS DE TOMACORRIENTES E INTERRUPTORES,COM
"EQUIPA,MIENTO DE SISTEMA DE CCTV E INTERCOMUNICADORES",COM
SUMINISTRO E INSTALACION DE INTERCOMUNICADORES (SOLO AUDIO),COM
SUMINISTRO E INSTALACION DE CENTRAL DE INTERCOMUNICADORES,COM
SUMINISTRO E INSTALACION DE CCTV,COM
SALIDA PARA CENTRAL DE ALARMA CONTRA INCENDIO (CACI),SDCS
SALIDA PARA ESTACION MANUAL (ALARMA CONTRA INCENDIO,SDCS
SALIDA PARA ALARMA CON LUZ ESTROBOSCOPICA ,SDCS
SALIDA PARA DETECTOR DE HUMO,SDCS
"Panel de Detección y Alarma Contra Incendio Direccionable con Certificado UL_x0002_864, para sistemas DACI en edificios. ",SDCS
Teclado LCD para control remoto,SDCS
Fuente de alimentación Booster para Detectores Humo. Certificado UL,SDCS
Bateria de 12v/7Ah,SDCS
DISPOSITIVOS DE INICIACIÓN,SDCS
Detector de Humo Convencional. Certificado UL,SDCS
Estación Manual de simple acción. Certificado UL,SDCS
DISPOSITIVOS DE NOTIFICACIÓN,SDCS
Sirena con Luz Estroboscópica multicandela. Certicado UL,SDCS
MÓDULOS,SDCS
Módulo de monitoreo para interconexion en cuarto de bomba * 1 en tablero TC-BCI para monitoreo de encendido de bomba * 1 en tablero TC-BCI para monitoreo de Falla de bomba * 1 en tablero TC-BCI para monitoreo de Fuera de automatico,SDCS
Módulo de monitoreo para interconexion en cuarto de bomba * 1 para cada Valvula de succión/ 1 descarga / 1 prueba,SDCS
Módulo de monitoreo para zonificación de detectores * 03 zonas [ 1 zona por cada nivel en el edificio ],SDCS
Módulo de monitoreo dual para zonificación de detectores * 04 zonas [ 1 zona por cada nivel en el edificio - departamentos ],SDCS
Módulo de control para interconexión con sistema Ascensor * 1 en cada Tablero ASC-1 para control de funcion de emergencia,SDCS
SISTEMA DE VENTILACION CUARTO DE BOMBAS y DEPOSITOS,SDCS
SISTEMA DE EXTRACCION DE MONOXIDO,SDCS
SISTEMA DE EXTRACCION DE OLORES - BAÑOS,SDCS
INSTALACIÓN DE INODORO,EQIS
INSTALACIÓN DE LAVATORIO DE BAÑO (1 POZA),EQIS
INSTALACIÓN DE LAVATORIO DE BAÑO (2 POZAS),EQIS
INSTALACIÓN DE MEZCLADORA DE DUCHA,EQIS
INSTALACION DE LAVATORIO BBQ,EQIS
INSTALACIÓN DE LAVADERO DE COCINA (2 POZAS),EQIS
INSTALACIÓN DE LAVATORIO DE BAÑO (2 POZA),EQIS
INSTALACIÓN DE LAVADERO DE ROPA,EQIS
THERMA DE PASO,EQIS
LAVADORA,EQIS
REFRIGERADORA,EQIS
INSTALACION DE MEDIDORES DE DPTOS,EQIS
INSTALACION DE GRIFERIAS,EQIS
"Salida para inodoro ø1/2""",AF
"Salida para lavatorio ø1/2"" (1 poza)",AF
"Salida para lavatorio ø1/2"" (2 poza)",AF
"Salida para ducha ø 1/2""",AF
"Salida para Refrigeradora ø1/2""",AF
"Salida para lavatorio bbq ø1/2""",AF
"Salida para cocina (2 pozas) ø 1/2""",AF
"Salida para lavadero de ropa ø 1/2""",AF
Salida para Lavadora ø1/2,AF
"Salida para Jacuzzi ø 1/2""",AF
Salida para Grifo ø1/2,AF
"SALIDA DE AGUA FRIA PVC C-10 DE 3/4""",AF
"Salida para Therma de paso ø 3/4""",AF
   TUBERÍAS EMPOTRADAS,AF
"TUBERIA PVC C-10 DE 1/2""",AF
"TUBERIA PVC C-10 DE 3/4""",AF
TUBERÍAS COLGADAS,AF
"TUBERIA PVC C-10 DE 1.1/2""",AF
"TUBERIA PVC C-10 DE 2""",AF
   MONTANTES,AF
"TUBERIA PVC C-10 DE 1/2""",AF
"TUBERIA PVC C-10 DE 3/4""",AF
"TUBERIA PVC C-10 DE 1""",AF
"TUBERIA PPR PN-10 DE 75mm (1.1/2"")",AF
"TUBERIA PPR PN-10 DE 60mm (2"") ",AF
VALVULAS,AF
"VÁLVULA ESFERICA DE 1/2""",AF
"VÁLVULA ESFERICA DE 3/4""",AF
GRIFO DE RIEGO DE 1/2'',AF
MEDIDORES DE AGUA,AF
"MEDIDORES DE AGUA DE 1/2""",AF
"MEDIDORES DE AGUA DE 1""",AF
PRUEBAS,AF
PRUEBA HIDRÁULICA DE AGUA FRÍA,AF
"SALIDA DE AGUA CALIENTE CPVC C-10 DE 1/2""",AC
"SALIDA DE AGUA CALIENTE CPVC C-10 DE 3/4""",AC
"TUBERIA CPVC C-10 DE 1/2""",AC
"TUBERIA CPVC C-10 DE 3/4""",AC
"TUBERIA CPVC C-10 DE 3/4""",AC
"VÁLVULA ESFERICA DE 1/2""",AC
"VÁLVULA ESFERICA DE 3/4""",AC
PRUEBA HIDRÁULICA DE AGUA CALIENTE,AC
TRAZO Y REPLANTEO LINEAL,AC
Lavatorio de baño (1 poza),DES
Lavatorio de baño (2 poza),DES
Lavadero de cocina (2 POZAS),DES
Lavadero ropa,DES
Lavadero de bbq,DES
Ducha,DES
Lavadora ,DES
Jacuzzi,DES
"Salida para inodoro de 4"" PVC",DES
"SALIDAS DE VENTILACIÓN DE 2""",DES
"SUMIDERO DE BRONCE DE 2""",DES
"SUMIDERO DE BRONCE DE 3""",DES
"REGISTRO DE BRONCE ROSCADO DE 2""",DES
"REGISTRO DE BRONCE ROSCADO DE 4""",DES
SALIDA PARA SUMIDERO DE DUCHA DE 2'',DES
SALIDAS PARA SUMIDEROS Y REGISTROS (COLGADO),DES
"REGISTRO DE BRONCE ROSCADO DE 2""",DES
"REGISTRO DE BRONCE ROSCADO DE 4""",DES
"REGISTRO DE BRONCE ROSCADO DE 6""",DES
TUBERÍAS ENTERRADAS,DES
"TUBERÍA PVC PARA DESAGUE DE 2""",DES
"TUBERÍA PVC PARA DESAGUE DE 3""",DES
"TUBERÍA PVC PARA DESAGUE DE 4"" ",DES
TUBERÍAS EMPOTRADAS ( LOSAS Y MUROS),DES
"TUBERÍA PVC PARA DESAGUE DE 2"" ",DES
"TUBERÍA PVC PARA DESAGUE DE 4"" ",DES
"TUBERÍA PVC PARA VENTILACIÓN DE 2"" ",DES
"TUBERÍA PVC PARA DRENAJE FLUVIAL DE 2"" ",DES
"TUBERÍA PVC PARA DRENAJE FLUVIAL DE 3"" ",DES
"TUBERÍA PVC PARA DRENAJE FLUVIAL DE 4"" ",DES
TUBERÍAS COLGADAS ,DES
"TUBERÍA PVC PARA DESAGUE DE 4"" ",DES
"TUBERÍA PVC PARA DESAGUE DE 6""",DES
"Tuberia de impulsion ø 3"" PVC- CLASE 10",DES
"TUBERÍA PVC PARA DRENAJE FLUVIAL DE 3"" ",DES
"TUBERÍA PVC PARA DRENAJE FLUVIAL DE 4"" ",DES
"COLGADORES  TIPO GOTA   6""",DES
"COLGADORES  TIPO GOTA   4""",DES
"COLGADORES  TIPO GOTA   3""",DES
MONTANTES,DES
"TUBERÍA PVC PARA DESAGUE DE 2"" ",DES
"TUBERÍA PVC PARA DESAGUE DE 3"" ",DES
"TUBERÍA PVC PARA DESAGUE DE 4"" ",DES
"TUBERÍA PVC PARA VENTILACIÓN DE 2"" ",DES
TUBERIA PVC PARA DRENAJE FLUVIAL,DES
TUBERIIA DE IMPULSION DE 2'' ,DES
TUBERIIA DE IMPULSION DE 3'' ,DES
"SOMBRERO DE VENTILACIÓN DE PVC DE 2""",DES
"SUMIDERO DE BRONCE DE 2""",DES
"SUMIDERO DE BRONCE DE 3""",DES
 SUMIDERO DE DUCHA DE 2'',DES
"REGISTRO DE BRONCE ROSCADO DE 2""",DES
"REGISTRO DE BRONCE ROSCADO DE 4""",DES
PRUEBAS ,DES
PRUEBA DE ESTANQUEIDAD,DES
PINTURA PARA TUBERÍAS VISIBLES,DES
VARIOS,DES
"CAJA DE REGISTRO DE DESAGUE 12"" x 24"" REGISTRO DE 6""",DES
TRABAJOS PRELIMINARES,DES
TRAZO Y REPLANTEO,DES
EXCAVACION DE ZANJAS,DES
CAMA DE ARENA,DES
ACARREO DE MATERIAL,DES
ELIMINACIÓN DE DESMONTE,DES
SISTEMA DE BOMBEO AGUA POTABLE,EQIS
"ELECTROBOMBA PRECION CONSTANTE :   CENTRIFUGA /  CAUDAL:   39.62 G.P.M. (2.50 L.P.S.) / A.D.T:   147.63 PIES (45.00 mts.) / POT:   4.00 H.P.-3∅-220.-60cps.,SUMINISTO DE VALVULAS Y ACCESORIOS E INSTALACION",EQIS
SISTEMA DE CAMARA DE DESAGUE,EQIS
"ELECTROBOMBA PARA POZO SUMIDERO : CAUDAL :   7.93 G.P.M. (0.50 L.P.S.) / ADT :   39.37 PIES (15.00 mts.) /  POT:   1.00 H.P.-3∅-220v.-60cps., SUMINISTRO DE VALVULAS ,TUBERIAS Y ACCESORIOS INCLUYE INSTALACION",EQIS
ASCENSOR,CTG
                DEMOLICIÓN DE LAS EDIFICACIONES EXISTENTES,OP
                MALLA ANTIPOLVO PERIMETRAL,OP
                DEMOLICIÓN DE LOS CIMIENTOS VECINOS,OP
                OFICINA PARA LA GERENCIA DE PROYECTO,OP
                COMEDOR DE OBREROS,OP
                VESTUARIO Y SERVICIOS HIGIÉNICOS,OP
                ALMACÉN DEPÓSITO,OP
                SSHH - BAÑOS QUÍMICOS (2 unidades),OP
"                SSHH  PARA LA SUPERVISIÓN, PROPIETARIO Y STAFF",OP
                CONSUMO DE ENERGÍA ELÉCTRICA,OP
                CONSUMO DE AGUA,OP
                INSTALACIÓN DE DESAGÜE PROVISIONAL,OP
                RED PROVISIONAL DE AGUA,OP
                RED PROVISIONAL DE ENERGÍA,OP
                SELLO Y RESANE DE ESPECIALIDADES,OP
                LIMPIEZA PERMANENTE Y FINAL DE OBRA,OP
"                MOVILIZACION DE EQUIPOS, HERRAMIENTAS Y MATERIALES",OP
"                DESMOVILIZACION DE EQUIPOS, HERRAMIENTAS Y MATERIALES",OP
                CAJA DE RESIDUOS EPS 7m3,OP
                ACARREO Y ACOPIO DE DESMONTE DE OBRA CIVIL,OP
                ELIMINACIÓN DE DESMONTE DE OBRA CIVIL,OP
                CERCOS O DIVISIONES PROVISIONALES DE OBRA CON MALLA,OP
                PROTECCION DE PISOS,OP
"                PROTECCION DE VENTANAS, MAMPARAS Y MUEBLES",OP
                2 WINCHES,OP
                EQUIPO DE APOYO IZAJE AL 50%,OP
                ALQUILER DE MONTACARGA,OP
                ALQUILER AUTOGRUA PARA IZAJE DE EQUIPOS,OP
                TOPOGRAFO (CON TEODOLITO Y NIVEL),OP
                AYUDANTE DE TOPOGRAFIA,OP
                EQUIPOS DE PROTECCION PERSONAL (UNIFORMES),SEG
"                PLAN PARA LA VIGILANCIA ,PREVENCION Y CONTROL DE COVID-19",SEG
                EQUIPOS DE PROTECCION COLECTIVA,SEG
"                PASARELAS, BARANDAS, ESCALERAS METALICAS,SEÑALIZACIÓN,ANDAMIOS,PROTECCION PERMANENTE ZONAS DE ALTURA CONTRA CAIDAS DE OBJETOS, ETC.",SEG
                SEÑALIZACION TEMPORAL DE SEGURIDAD,SEG
"                REPARACION DE DAÑOS A VECINOS Y RETOQUES DE PINTURA EN BARANDAS, PAREDES, ETC",SEG
                RECURSOS PARA RESPUESTA  ANTE EMERGENCIAS,SEG
                CAPACITACION EN SEGURIDAD Y SALUD,SEG
                EXÁMENES MÉDICOS OCUPACIONALES,SEG
                EXCAVACIÓN MASIVA HASTA EL NIVEL -3.50 (EN BANCO),MT
                ELIMINACION MASIVA DE MATERIAL EXCAVADO (EN BANCO),MT
                EXCAVACIÓN Y RELLENO MANUAL PARA TRASLAPE DE FIERRO,MT
                DESQUINCHE Y PAÑETEO TALUD,CA
"                HORAS MÁQUINA CORTE, MOVIMIENTO DE EQUIPOS, ETC.",CA
                MOVILIZACIÓN E IZAJE DE EQUIPOS DE MOVIMIENTO DE TIERRAS,CA
                ANCLAJE POST TENSADOS TEMPORALES (en muro),CA
                CONCRETO PREMEZCLADO f'c=280 kg/cm2 (350 kg/cm2 para tensar a los 3 dias),CA
                ENCOFRADO NORMAL Y DESENCOFRADO DE MUROS PANTALLA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - MURO PANTALLA,CA
                CURADO DE LA ESTRUCTURA,CA
                ENCOFRADO LATERAL MURO PANTALLA,CA
                EXCAVACIÓN MASIVA HASTA DEL NIVEL -3.50 AL -7.65 (EN BANCO),MT
                ELIMINACION MASIVA DE MATERIAL EXCAVADO (EN BANCO),MT
                EXCAVACIÓN Y RELLENO MANUAL PARA TRASLAPE DE FIERRO,MT
                DESQUINCHE Y PAÑETEO TALUD,CA
"                HORAS MÁQUINA CORTE, MOVIMIENTO DE EQUIPOS, ETC.",CA
                MOVILIZACIÓN E IZAJE DE EQUIPOS DE MOVIMIENTO DE TIERRAS,CA
                CONCRETO PREMEZCLADO f'c=280 kg/cm2 (350 kg/cm2 para tensar a los 3 dias),CA
                ENCOFRADO NORMAL Y DESENCOFRADO DE MUROS PANTALLA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - MURO PANTALLA,CA
                CURADO DE LA ESTRUCTURA,CA
                ENCOFRADO LATERAL MURO PANTALLA,CA
                EXCAVACIÓN CON EQUIPO PARA CISTERNA (EN BANCO),MT
                SOLADO DE CONCRETO fc=100 kg/cm2,CS
                CONCRETO PREMEZCLADO CISTERNAS f'c=280 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO DE CISTERNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - CISTERNA,CA
                WATERSTOP,CA
                CURADO DE LA ESTRUCTURA,CA
                EXCAVACIÓN MANUAL PARA CIMENTACIONES,MT
"                ACARREO Y ACOPIO DE MATERIAL EXCEDENTE, PROCEDENTE DE EXCAVACIONES MANUALES",MT
"                ELIMINACION DE MATERIAL EXCEDENTE ,PROCEDENTE DE EXCAVACIONES MANUALES",MT
                RELLENO CON MATERIAL PROPIO,MT
"                COMPACTACION DE ZANJAS ,CIMENTACIÓN DE MUROS Y CISTERNA",MT
                SOLADO DE CONCRETO fc=100 kg/cm2,CS
                CONCRETO SUBZAPATAS 1:12 + 30% P.G.,CA
                CONCRETO CIMIENTO CORRIDO 1:12 + 30% P.G.,CS
                ENCOFRADO EN CIMIENTO CORRIDO,CS
                CONCRETO EN SOBRECIMIENTOS CORRIDO,CS
                ENCOFRADO EN SOBRECIMIENTO CORRIDO,CS
                SOLADO DE CONCRETO fc=100 kg/cm2,CS
                CONCRETO PREMEZCLADO ZAPATAS f'c=210 kg/cm2,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ZAPATAS Y CIMIENTOS,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ZAPATAS Y CIMIENTOS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO COLUMNAS f'c=280 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO COLUMNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - COLUMNAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO PLACAS f'c=280 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO  NORMAL EN PLACAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - PLACAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO VIGAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO VIGAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - VIGAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO ESCALERA f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ESCALERA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ESCALERAS DE CONCRETO,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA MACIZA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSA MACIZA h=0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA MACIZA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA ALIGERADA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSAS ALIGERADAS h= 0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA ALIGERADA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
"                VIGUETA PRETENSADA V-102, INCLUYE BOVEDILLAS",CA
                CONCRETO PREMEZCLADO COLUMNAS f'c=280 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO COLUMNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - COLUMNAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO PLACAS f'c=280 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO  NORMAL EN PLACAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - PLACAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO VIGAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO VIGAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - VIGAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO ESCALERA f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ESCALERA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ESCALERAS DE CONCRETO,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA MACIZA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSA MACIZA h=0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA MACIZA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA ALIGERADA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSAS ALIGERADAS h= 0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA ALIGERADA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
"                VIGUETA PRETENSADA V-101, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-103, INCLUYE BOVEDILLAS",CA
                CONCRETO PREMEZCLADO COLUMNAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO COLUMNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - COLUMNAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO PLACAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO  NORMAL EN PLACAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - PLACAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO VIGAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO VIGAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - VIGAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO ESCALERA f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ESCALERA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ESCALERAS DE CONCRETO,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA MACIZA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSA MACIZA h=0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA MACIZA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA ALIGERADA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSAS ALIGERADAS h= 0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA ALIGERADA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
"                VIGUETA PRETENSADA V-101, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-102, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-103, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-104, INCLUYE BOVEDILLAS",CA
                CONCRETO PREMEZCLADO COLUMNAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO COLUMNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - COLUMNAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO PLACAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO  NORMAL EN PLACAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - PLACAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO VIGAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO VIGAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - VIGAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO ESCALERA f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ESCALERA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ESCALERAS DE CONCRETO,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA MACIZA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSA MACIZA h=0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA MACIZA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA ALIGERADA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSAS ALIGERADAS h= 0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA ALIGERADA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
"                VIGUETA PRETENSADA V-101, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-102, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-103, INCLUYE BOVEDILLAS",CA
"                VIGUETA PRETENSADA V-104, INCLUYE BOVEDILLAS",CA
                CONCRETO PREMEZCLADO COLUMNAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO COLUMNAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - COLUMNAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO PLACAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO  NORMAL EN PLACAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - PLACAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO VIGAS f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO VIGAS,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - VIGAS,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO ESCALERA f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO ESCALERA,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - ESCALERAS DE CONCRETO,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA MACIZA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSA MACIZA h=0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA MACIZA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
                CONCRETO PREMEZCLADO LOSA ALIGERADA h=0.20m f'c=210 kg/cm2,CA
                ENCOFRADO NORMAL Y DESENCOFRADO LOSAS ALIGERADAS h= 0.20 m,CA
                ACERO CORRUGADO FY= 4200 kg/cm2 GRADO 60 - LOSA ALIGERADA h= 0.20 m,CA
                CURADO DE LA ESTRUCTURA,CA
"                VIGUETA PRETENSADA V-101, INCLUYE BOVEDILLAS",CA
