Descripcion,Codigo,Especialidad
microcemento tipo entablillado color gris (ancho cm),REV,ARQUITECTURA
solaqueo cielo raso sotanos (incluye vigas),REVO,ARQUITECTURA
tarrajeo cielo raso (incluye fondos escaleras),REVO,ARQUITECTURA
emporre cielo raso (losas aligeradas sotanos),REVO,ARQUITECTURA
contrapiso,PP,ARQUITECTURA
pisos cemento pulido,PP,ARQUITECTURA
piso cemento semipulido,PP,ARQUITECTURA
forjado escaleras,PP,ARQUITECTURA
"piso laminado mm marca ho (dormitorios,sala comedor)",PP,ARQUITECTURA
piso gres porcelanico new detroit gris (hall ascensores),PP,ARQUITECTURA
piso porcelanato tipo madera (hall comun),PP,ARQUITECTURA
piso porcelanato blanco pulido cm x cm (lobby),PP,ARQUITECTURA
piso porcelanato alaplana haya cm x cm (lobby),PP,ARQUITECTURA
piso gres porcelanico argenta milena cerezo x cm (tipo madera) o similar(terraza),PP,ARQUITECTURA
piso porcelanato tipo madera cm x cm (area comun azotea),PP,ARQUITECTURA
piso mosaico empastado (area comin azotea),PP,ARQUITECTURA
piso piedra talamoye cm x cm (piscina),PP,ARQUITECTURA
piso pepelma celeste (piscina),PP,ARQUITECTURA
piso ceramica forever grafite lapato cmxcm (bano lavanderia),PP,ARQUITECTURA
piso porcelanato (kitchenette),PP,ARQUITECTURA
"piso porcelanato (sshh, lavanderia)",PP,ARQUITECTURA
piso ceramico color gris cm x cm (balcones),PP,ARQUITECTURA
acabado con cemento pulido en pasos contrapasos escalera(sotanos),PP,ARQUITECTURA
acabado con gres porcelanico new detroit gris (escalera),PP,ARQUITECTURA
acabado con madera en pasos contrapasos escalera (escaleras duplex),PP,ARQUITECTURA
contrazocalos cemento pulido (escaleras),ZC,ARQUITECTURA
contrazocalo aluminio altura cm (hall ascensores pasadizos),ZC,ARQUITECTURA
"contrazocalo madera ,altura cm (lobby)",ZC,ARQUITECTURA
"contrazocalo mdf altura cm (dormitorios,sala comedor)",ZC,ARQUITECTURA
"contrazocalo porcelanato formato x cm, altura cm (terrazas)",ZC,ARQUITECTURA
contrazocalo ceramico en lavanderia altura cm (lavanderia),ZC,ARQUITECTURA
contrazocalo gres porcelanico new detroit altura cm (escalera ),ZC,ARQUITECTURA
contrazocalo madera altura cm (escalera duplpex),ZC,ARQUITECTURA
"zocalo ceramico esmaltado venere brillo ,klipen cmxcm (sshh)",ZC,ARQUITECTURA
"zocalo porcelanato portinari lisboa soft,grey cmxcm (sshh,sotanos areas comunes)",ZC,ARQUITECTURA
"zocalo rococho negro cm x cm (fachada, lobby, azotea)",ZC,ARQUITECTURA
"zocalo porcelanato alaplana lakeland haya mate, formato cm x cm (fachada cielo raso)",ZC,ARQUITECTURA
acabado microcemento color gris contrama vertical cm ancho (fachada),ZC,ARQUITECTURA
zocalo porcelanato bianco pulido cm cm (loby),ZC,ARQUITECTURA
zocalo ceramico esmaltado blanco portobello cm x cm (cocina),ZC,ARQUITECTURA
"zocalo terrazo lavado, granalla o color gris oscuro e=mm (terraza en zotea)",ZC,ARQUITECTURA
zocalo ceramico en lavanderia altura m (lavanderia),ZC,ARQUITECTURA
zocalo pepelma color celeste (piscina),ZC,ARQUITECTURA
zocalo porcelanato tipo madea m x m (piscina),ZC,ARQUITECTURA
"tablero granito negro cruz azotea ancho cm, mandil cm zocalo cm",TAB,ARQUITECTURA
"tablero granito cocinias (marron otono o similar) ancho cm, mandil cm, zocalo cm",TAB,ARQUITECTURA
"tablero marmol (crema galala o similar ) sshh ancho cm, mandil cm zocalo cm",TAB,ARQUITECTURA
tablero granito blanco para lavanderia,TAB,ARQUITECTURA
tablero granito para sala coworking,TAB,ARQUITECTURA
falso cielo raso drywall,DRY,ARQUITECTURA
cobertura con ladrillo pastelero,COB,ARQUITECTURA
cobertura proyeccion sol sombra madera,COB,ARQUITECTURA
enchape madera shicuahuaco (cielo raso lobby),VCM,ARQUITECTURA
"friso drywall ,altura cm (lobby)",DRY,ARQUITECTURA
"cubierta superboard con porcelanato, inc, estructura metalica (ingreso edificio)",TVAR,ARQUITECTURA
muebles bajos cocina mdf melamine tipo madera con tiradores aluminio,MCO,ARQUITECTURA
muebles altos cocina mdf melamine tipo madera con tiradores aluminio,MCO,ARQUITECTURA
muebles bajos sshh mdf melamine tipo madera con tiradores aluminio (incbar),MCO,ARQUITECTURA
"closets mdf melamine tipo madera con cajones ,repisa tubos",CLO,ARQUITECTURA
"puerta p- x m, batiente contraplacada en mdf,pet/ctobasura",PUER,ARQUITECTURA
"puerta p- x m, batiente contraplacada en mdf,pet con rejillas para ventilacion blanca / depositos",PUER,ARQUITECTURA
"puerta p- x m, batiente contraplacada en mdf,pet madera / sshh",PUER,ARQUITECTURA
"puerta p- x m, batiente contraplacada en mdf,pet madera / dormitorio",PUER,ARQUITECTURA
"puerta p- x m, batiente contraplacada en mdf,pet madera / principales",PUER,ARQUITECTURA
"puerta p- x m, corrediza contraplacada en mdf,pet madera",PUER,ARQUITECTURA
"puerta p-a x m, corrediza contraplacada en mdf,pet madera",PUER,ARQUITECTURA
"puerta p- x m, vaiven contraplacada en mdf,pet madera / cocina",PUER,ARQUITECTURA
"puerta p- x m, vaiven contraplacada en mdf,pet madera/cocina",PUER,ARQUITECTURA
descarga puertas,PUER,ARQUITECTURA
baranda escalera altura m,CMT,ARQUITECTURA
pasamanos escalera,CMT,ARQUITECTURA
escalera gato para acceso a cisternas,CMT,ARQUITECTURA
tapa registro para cisternas x m,CMT,ARQUITECTURA
escalera gato con canastilla para acceso a planta techos,CMT,ARQUITECTURA
rejilla aire fresco expulsion co (cm x cm),CMT,ARQUITECTURA
porton ingreso vehicular no invasivo con apertura levadizo,CMT,ARQUITECTURA
puerta p- x m cortafuego con rcf ' con cierre automatico,CMT,ARQUITECTURA
"rejilla para expulsion r-, m x m",CMT,ARQUITECTURA
"rejilla metalica en piso para canaleta, m x m (sotanos)",CMT,ARQUITECTURA
"baranda compuesta por platina fe e=""",CMT,ARQUITECTURA
"baranda en techo azotea, alt m",CMT,ARQUITECTURA
"rejilla metalica en piso para canaleta, ancho m",CMT,ARQUITECTURA
rejilla aire fresco expulsion co (m x m),CMT,ARQUITECTURA
plataforma con platina para mantenimiento equipos mxm,CMT,ARQUITECTURA
plataforma con platina para mantenimiento equipos m x m,CMT,ARQUITECTURA
"rejas decorativas (primer piso, lobby azotea)",CMT,ARQUITECTURA
"rejilla metalica ingreso a cuarto bombas piscina, m x m",CMT,ARQUITECTURA
rejilla drenaje en jardineras,CMT,ARQUITECTURA
rejilla aire fresco (m x m),CMT,ARQUITECTURA
rejillas ventilacion para gas natural m x m (superior e inferior),CMT,ARQUITECTURA
rejilla extraccion aire viciado m x m,CMT,ARQUITECTURA
rejilla extraccion m x m,CMT,ARQUITECTURA
rejilla inyeccion aire fresco m x m,CMT,ARQUITECTURA
aranda metalica pintado negro con cristal templado incoloro e=mm (balcones),CMT,ARQUITECTURA
mamparas carpinteria aluminio cristal templado mm acl-,VMP,ARQUITECTURA
ventana v- m x m vidrio templado e=mm con carpinteria aluminio s,VMP,ARQUITECTURA
ventana v-a m x m vidrio templado e=mm con carpinteria aluminio con lamina arenada s,VMP,ARQUITECTURA
ventana v- m x m vidrio templado e=mm con carpinteria aluminio con lamina arenada s,VMP,ARQUITECTURA
protector plastico ventanas mamparas,VMP,ARQUITECTURA
rejillas aluminio r- m x m,VMP,ARQUITECTURA
rejillas aluminio r-a m x m,VMP,ARQUITECTURA
espejos m x m,VMP,ARQUITECTURA
pintura en verticales estacionamiento,PINT,ARQUITECTURA
pintura trafico estacionamiento,PINT,ARQUITECTURA
"pintura en cielo raso interiores en edificio empastado pintura duralatex, latex color blanco (sin sotanos)",PINT,ARQUITECTURA
pintura en muros vigas interiores en edificio empastado pintura duralatex color blanco (placas columnas sin muros),PINT,ARQUITECTURA
pintura derrames en edificio empastado pintura supermate color blanco,PINT,ARQUITECTURA
pintura en exteriores color green black,PINT,ARQUITECTURA
"inodoro marca fv cannes con asiento o similar color blanco(sshh principal, visita secundarios)",ASG,ARQUITECTURA
lavadero cocina acero inoxidable empotrado marca magnum o similar(inc area parrilla),ASG,ARQUITECTURA
"ovalin sshh marca fv alba para empotrar o similar (sshh principal ,visita secundarios)",ASG,ARQUITECTURA
lavadero losa en lavanderia,ASG,ARQUITECTURA
urinario,ASG,ARQUITECTURA
ovalin sshh marca fv alba para empotrar o similar (bano visita guardiania),ASG,ARQUITECTURA
griferia para cocina marca fv lilo o similar monocomando,ASG,ARQUITECTURA
griferia ovalin sshh marca fv lilo similar,ASG,ARQUITECTURA
griferia lavadero en lavanderia o similar,ASG,ARQUITECTURA
mezcladora para urinario,ASG,ARQUITECTURA
mezcladora ducha monocomando marca fv lilo o similar (sshh principal secundarios),ASG,ARQUITECTURA
rejilla tipo sumidero acero inoxidable en duchas,ASG,ARQUITECTURA
griferia ovalin sshh marca fv lilo similar (bano visita guardiania),ASG,ARQUITECTURA
impermeabilizacion cisternas pozos,TVAR,ARQUITECTURA
impermeabilizacion jardineras,TVAR,ARQUITECTURA
impermeabilizacion losas techo,TVAR,ARQUITECTURA
grass,TVAR,ARQUITECTURA
paisajismo (plantas),TVAR,ARQUITECTURA
jardin seco,TVAR,ARQUITECTURA
totem ingreso,TVAR,ARQUITECTURA
banca concreto revestida con porcelanato tipo madera h= cm,TVAR,ARQUITECTURA
counter lobby,TVAR,ARQUITECTURA
parrilla terraza,TVAR,ARQUITECTURA
cantoneras escaleras,TVAR,ARQUITECTURA
numeracion edificio departamentos,TVAR,ARQUITECTURA
topellantas estacionamientos,TVAR,ARQUITECTURA
esquineros estacionamientos,TVAR,ARQUITECTURA
sardineles para duchas,TVAR,ARQUITECTURA
celosia metalica (escalera ),TVAR,ARQUITECTURA
estructura metalica con plancha policarbonato h=m,TVAR,ARQUITECTURA
remocion reposicion veredas,TVAR,ARQUITECTURA
"losa para base equipos, medidas m x m (bomba agua)",TVAR,ARQUITECTURA
"losa para base equipos, medidas m x m (grupoelectrogeno)",TVAR,ARQUITECTURA
tapa concreto removible medidas x m,TVAR,ARQUITECTURA
sumidero con rejilla m x m,TVAR,ARQUITECTURA
salida para centro luz,SAL,IIEE
salida para luz led,SAL,IIEE
salida para cachimba,SAL,IIEE
salida para braquete,SAL,IIEE
salida para luminaria embutida en pared,SAL,IIEE
salida para fluorescente,SAL,IIEE
salida para dicroico/spot,SAL,IIEE
salida para luminaria en piso,SAL,IIEE
salida para estacas,SAL,IIEE
interruptor simple unipolar,SAL,IIEE
interruptor doble unipolar,SAL,IIEE
interruptor triple unipolar,SAL,IIEE
interruptor simple conmutacion,SAL,IIEE
interruptor doble conmutacion,SAL,IIEE
interruptor vias,SAL,IIEE
pulsador timbre,SAL,IIEE
tomacorriente doble con toma a tierra,SAL,IIEE
tomacorriente doble con toma a tierra a prueba agua,SAL,IIEE
salida para luminaria emergencia,SAL,IIEE
salida para tomacorriente cocina,SAL,IIEE
salida para calentador (incl int termomagnetico),SAL,IIEE
salida para lavadora (incl tomacorriente/pa),SAL,IIEE
salida para extractor bano,SAL,IIEE
salida para extractor w,SAL,IIEE
salida para inyector w,SAL,IIEE
salida para inyector hp,SAL,IIEE
salida fuerza para ihc- w,SAL,IIEE
salida fuerza para jet fan kw- kw,SAL,IIEE
salida fuerza para ec- hp,SAL,IIEE
salida para motor puerta hp,SAL,IIEE
salida para ascensor,SAL,IIEE
tuberia pvc sap mm,CAN,IIEE
tuberia conduit emt mm adosada,CAN,IIEE
caja pase fdeggdeg octogonal xmm,CP,IIEE
caja pase fdeggdeg xx mm,CP,IIEE
bandeja electrica fdeggdeg x mm ranurada con tapa,CP,IIEE
bandeja electrica fdeggdeg x mm escalerilla,CP,IIEE
salida para bomba agua,SAL,IIEE
salida para bomba contraincendio,SAL,IIEE
salida para bomba jockey,SAL,IIEE
salida para bomba sumergible desague,SAL,IIEE
salida para sensor presion,SAL,IIEE
salida para control nivel,SAL,IIEE
salida para detector temperatura,SAL,IIEE
salida para detector humo,SAL,IIEE
salida para sirena con luz estroboscopica,SAL,IIEE
salida para estacion manual alarma contraincendio,SAL,IIEE
salida para central telefono portero,SAL,IIEE
salida para central alarma contraincendio,SAL,IIEE
salida para telefono,CAN,IIEE
tuberia pvc sap mm colgada,CAN,IIEE
salida para intercomunicador portero,SAL,IIEE
salida para central comunicaciones,SAL,IIEE
salida para chapa electrica,SAL,IIEE
salida para intercomunicadores,SAL,IIEE
salida para tv,SAL,IIEE
salida para detector monoxido,SAL,IIEE
salida para centro luz,CEL,IIEE
salida para luz led,CEL,IIEE
salida para cachimba,CEL,IIEE
salida para braquete,CEL,IIEE
salida para luminaria embutida en pared,CEL,IIEE
salida para fluorescente,CEL,IIEE
salida para dicroico/spot,CEL,IIEE
salida para luminaria en piso,CEL,IIEE
salida para estacas,CEL,IIEE
interruptor simple unipolar,CEL,IIEE
interruptor doble unipolar,CEL,IIEE
interruptor triple unipolar,CEL,IIEE
interruptor simple conmutacion,CEL,IIEE
interruptor doble conmutacion,CEL,IIEE
interruptor vias,CEL,IIEE
salida para pulsador timbre,CEL,IIEE
pulsador timbre,CEL,IIEE
tomacorriente doble con toma a tierra,CEL,IIEE
tomacorriente doble con toma a tierra a prueba agua,CEL,IIEE
salida para luminaria emergencia,CEL,IIEE
salida para tomacorriente cocina,CEL,IIEE
salida para calentador (incl int termomagnetico),CEL,IIEE
salida para lavadora (incl tomacorriente/pa),CEL,IIEE
salida para extractor bano,CEL,IIEE
salida para campana extractora,CEL,IIEE
salida para extractor w,CEL,IIEE
salida para inyector w,CEL,IIEE
salida para inyector hp,CEL,IIEE
salida fuerza para ihc- w,CEL,IIEE
salida fuerza para jet fan kw- kw,CEL,IIEE
salida fuerza para ec- hp,CEL,IIEE
salida para motor puerta hp,CEL,IIEE
salida para ascensor,CEL,IIEE
bm a tfbci cable -xmm lsohx + txmm lsoh,CEL,IIEE
bm a tsg cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a tfb cable -xmm lsohx + txmm lsoh,CEL,IIEE
tfb a tfba cable -xmm lsohx + txmm lsoh,CEL,IIEE
tfb a tfbs cable -xmm lsohx + txmm lsoh,CEL,IIEE
tfb a tvcb cable -xmm lsohx + txmm lsoh,CEL,IIEE
tfb a tvcge cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a tgge cable -xmm lsohx + txmm lsoh,CEL,IIEE
tgge a ge cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a text cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a tvcr cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a tlav cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a tfasc cable -xmm lsohx + txmm lsoh,CEL,IIEE
tsg a taz cable -xmm lsohx + txmm lsoh,CEL,IIEE
bm a tdptos cable -xmm lsohx + txmm lsoh,CEL,IIEE
alumbrado cable -xmm lsoh + txmm lsoh,CEL,IIEE
tomacorriente cable -xmm lsoh + txmm lsoh,CEL,IIEE
salida para bomba agua,CEL,IIEE
salida para bomba contraincendio,CEL,IIEE
salida para bomba jockey,CEL,IIEE
salida para bomba sumergible desague,CEL,IIEE
salida para sensor presion,CEL,IIEE
salida para control nivel,CEL,IIEE
salida para detector temperatura,CEL,IIEE
salida para detector humo,CEL,IIEE
salida para sirena con luz estroboscopica,CEL,IIEE
salida para estacion manual alarma contraincendio,CEL,IIEE
salida para central telefono portero,CEL,IIEE
salida para central alarma contraincendio,CEL,IIEE
salida para telefono,CEL,IIEE
salida para intercomunicador portero,CEL,IIEE
salida para central comunicaciones,CEL,IIEE
salida para chapa electrica,CEL,IIEE
salida para intercomunicadores,CEL,IIEE
salida para tv,CEL,IIEE
salida para detector monoxido,CEL,IIEE
tablero servicios generales tsg,TEL,IIEE
tablero fuerza bomba agua tf-bas,TEL,IIEE
tablero general emergencia tgge,TEL,IIEE
tablero fuerza bomba contraincendio tf-bci,TEL,IIEE
tablero lavanderia tlav,TEL,IIEE
tablero fuerza ascensor tf-asc,TEL,IIEE
tablero azotea t-az,TEL,IIEE
tablero distribucion td,TEL,IIEE
placas interruptor unipolar simple golpe,SAL,IIEE
placas interruptor conmutacion golpe,SAL,IIEE
placas interruptor vias,SAL,IIEE
placas tomacorriente doble con toma a tierra,SAL,IIEE
placas tomacorriente doble con toma a tierra a prueba agua,SAL,IIEE
placas tomacorriente simple con toma a tierra,SAL,IIEE
excavacion relleno zanja para mallas tierra,SPT,IIEE
pozo a tierra,SPT,IIEE
cable desnudo mm,SPT,IIEE
cable xmm lsoh aterramiento bandeja,SPT,IIEE
cable xmm lsoh,SPT,IIEE
tuberia pvc sap mm,SPT,IIEE
caja bornera tipo,SPT,IIEE
split bolt para aterramiento bandeja,SPT,IIEE
megado cableado,SPT,IIEE
instalacion accesorios para banco medidores,BM,IIEE
conexion medidor luz del sur,BM,IIEE
"tuberia pvc p o""",DES,IISS
"tuberia colgada pvc p o""",DES,IISS
"tuberia pvc c- o"" impulsion desague",DES,IISS
"tuberia pvc c- o"" impulsion desague colgada",DES,IISS
"cajas registro desague "" x """,DES,IISS
"salida desague pvc p o""",DES,IISS
"salida para sumidero pvc p """,DES,IISS
"salida para registro roscado pvc """,DES,IISS
"salida para registro colgado pvc """,DES,IISS
"salida ventilacion pvc p o""",DES,IISS
"tuberia pvc p o"" empotrada",DES,IISS
"tuberia pvc p o"" adosada",DES,IISS
"tuberia pvc c- o"" impulsion desague adosada",DES,IISS
"sumideros bronce o""",DES,IISS
"registro bronce cromado o""",DES,IISS
"registro dado bronce o""",DES,IISS
"sombrero ventilacion pvc o""",DES,IISS
"linea rebose """,DES,IISS
"rompe agua ac inoxidable rebose """,DES,IISS
"linea limpia """,DES,IISS
"rompe agua ac inoxidable limpia """,DES,IISS
"salida agua fria tuberia pvc c- /""",DES,IISS
"salida agua fria tuberia pvc c- /""",AF,IISS
"tuberia agua fria pvc c- o/""",AF,IISS
"tuberia agua fria pvc c- o""",AF,IISS
"tuberia agua fria pvc c- o /""",AF,IISS
"tuberia agua fria pvc c- o"" colgada",AF,IISS
"tuberia agua fria pvc c- o /"" colgada",AF,IISS
"montantes tuberia pvc c- o /"" empotrada",AF,IISS
"montantes tuberia pvc c- o/"" adosada",AF,IISS
"montantes tuberia pvc c- o"" adosada",AF,IISS
"montantes tuberia pvc c- o /"" adosada",AF,IISS
"valvula esferica """,AF,IISS
"grifo riego /""",AF,IISS
"valvula flotador """,AF,IISS
"salida agua fria retorno piscina /""",AF,IISS
"salida succion fondo piscina "" x """,AF,IISS
"salida desnatador piscina """,AF,IISS
"salida llenado piscina /""",AF,IISS
"salida agua caliente tuberia cpvc /""",AC,IISS
"tuberia cpvc o/""",AC,IISS
"valvula esferica /"" cpvc",AC,IISS
instalacion inodoro - solo mano obra,ASG,ARQUITECTURA
instalacion lavatorio - solo mano obra,ASG,ARQUITECTURA
instalacion urinario - solo mano obra,ASG,ARQUITECTURA
instalacion lavadero lavanderia - solo mano obra,ASG,ARQUITECTURA
instalacion lavadero cocina - solo mano obra,ASG,ARQUITECTURA
instalacion mezcladora ducha - solo mano obra,ASG,ARQUITECTURA
"valvula antiretorno """,EQB,IISS
"valvula compuerta """,EQB,IISS
"pases en viga """,EQB,IISS
"rompeagua ac inoxidable "" succion ad",EQB,IISS
"rompeagua ac inoxidable "" llenado",EQB,IISS
"rompeagua ac inoxidable "" succion aci",EQB,IISS
"rompeagua ac inoxidable "" prueba aci",EQB,IISS
"sistema bombeo () electrobombas sumergibles hp/o/v, q = lps, h = m incluye tablero, accesorios instalacion puesta en marcha",EQB,IISS
"sistema bombeo () electrobombas hp/o/v, q = lps, h = m incluye tablero, accesorios instalacion puesta en marcha",EQB,IISS
trazo replanteo,ISIM,IISS
excavacion zanjas,ISIM,IISS
cama arena,ISIM,IISS
relleno con material propio compactacion,ISIM,IISS
acarreo desmonte a lugar acopio,ISIM,IISS
prueba estancamiento,ISIM,IISS
pintado tuberia a vista,ISIM,IISS
prueba tuberia agua fria,ISIM,IISS
pintado tuberias a vista,ISIM,IISS
prueba tuberia agua caliente,ISIM,IISS
"medidor /""",CAA,IISS
bateria para medidor,CAA,IISS
bateria para medidores,CAA,IISS
conexion domiciliaria - sedapal,CAA,IISS
"tuberia sch- """,ACI,EQUIPAMIENTO
"tuberia sch- /""",ACI,EQUIPAMIENTO
"colgador """,ACI,EQUIPAMIENTO
"colgador /""",ACI,EQUIPAMIENTO
"soporte vias """,ACI,EQUIPAMIENTO
"soporte vias /""",ACI,EQUIPAMIENTO
soporte adicional,ACI,EQUIPAMIENTO
soporte tuberia adosada,ACI,EQUIPAMIENTO
"ecr """,ACI,EQUIPAMIENTO
"rociador upright rpta estandar, cob estandar k=,/"" npt, t=degc",ACI,EQUIPAMIENTO
"valvula drenaje """,ACI,EQUIPAMIENTO
gabinete contra incendios,ACI,EQUIPAMIENTO
"valvula angular /"" reguladora presion",ACI,EQUIPAMIENTO
"valvula angular /"" reguladora presion con tapa cadena",ACI,EQUIPAMIENTO
"valvula siamesa ""x /""x /"" tipo poste",ACI,EQUIPAMIENTO
"valvula check """,ACI,EQUIPAMIENTO
"equipo bombeo ""no listado"" () electrobomba hp/o/v, q = gpm, h = m () bjck p=hp/o/v, q= lps, h = m incluye tableros, accesorios instalacion puesta en marcha",ACI,EQUIPAMIENTO
pruebas hidrostaticas a psi,ACI,EQUIPAMIENTO
arenado tuberia sch-,ACI,EQUIPAMIENTO
pintura tuberia sch- mils,ACI,EQUIPAMIENTO
resane pintura,ACI,EQUIPAMIENTO
caja para rociadores (inc roc),ACI,EQUIPAMIENTO
"ascensores kg, personas, m por segundo schindler",ASC,EQUIPAMIENTO
extractor helicocentrifugo cuarto bombas,SVE,EQUIPAMIENTO
inyector helicocentrifugo cuarto bombas,SVE,EQUIPAMIENTO
extractor helicocentrifugo grupo electrogeno,SVE,EQUIPAMIENTO
inyector axial grupo electrogeno,SVE,EQUIPAMIENTO
extractor centrifugo co,SVE,EQUIPAMIENTO
jetfan centrifugo kw,SVE,EQUIPAMIENTO
jetfan centrifugo,SVE,EQUIPAMIENTO
jetfan tuboaxial kw,SVE,EQUIPAMIENTO
inyector helicocentrifugo co,SVE,EQUIPAMIENTO
inyector axial,SVE,EQUIPAMIENTO
inyector helicocentrifugo cuarto basura,SVE,EQUIPAMIENTO
